ZipCode,City,County,State
93274,Tulare,Tulare,CA
93275,Tulare,Tulare,CA
93276,Tupman,Kern,CA
93277,Visalia,Tulare,CA
93278,Visalia,Tulare,CA
93279,Visalia,Tulare,CA
93280,Wasco,Kern,CA
93282,Waukena,Tulare,CA
93283,Weldon,Kern,CA
93285,Wofford Heights,Kern,CA
93286,Woodlake,Tulare,CA
93287,Woody,Kern,CA
93290,Visalia,Tulare,CA
93291,Visalia,Tulare,CA
93292,Visalia,Tulare,CA
93301,Bakersfield,Kern,CA
93302,Bakersfield,Kern,CA
93303,Bakersfield,Kern,CA
93304,Bakersfield,Kern,CA
93305,Bakersfield,Kern,CA
93306,Bakersfield,Kern,CA
93307,Bakersfield,Kern,CA
93308,Bakersfield,Kern,CA
93309,Bakersfield,Kern,CA
93311,Bakersfield,Kern,CA
93312,Bakersfield,Kern,CA
93313,Bakersfield,Kern,CA
93314,Bakersfield,Kern,CA
93380,Bakersfield,Kern,CA
93381,Bakersfield,Kern,CA
93382,Bakersfield,Kern,CA
93383,Bakersfield,Kern,CA
93384,Bakersfield,Kern,CA
93385,Bakersfield,Kern,CA
93386,Bakersfield,Kern,CA
93387,Bakersfield,Kern,CA
93388,Bakersfield,Kern,CA
93389,Bakersfield,Kern,CA
93390,Bakersfield,Kern,CA
93401,San Luis Obispo,San Luis Obispo,CA
93402,Los Osos,San Luis Obispo,CA
93403,San Luis Obispo,San Luis Obispo,CA
93405,San Luis Obispo,San Luis Obispo,CA
93406,San Luis Obispo,San Luis Obispo,CA
93407,San Luis Obispo,San Luis Obispo,CA
93408,San Luis Obispo,San Luis Obispo,CA
93409,San Luis Obispo,San Luis Obispo,CA
93410,San Luis Obispo,San Luis Obispo,CA
93412,Los Osos,San Luis Obispo,CA
93420,Arroyo Grande,San Luis Obispo,CA
93421,Arroyo Grande,San Luis Obispo,CA
93422,Atascadero,San Luis Obispo,CA
93423,Atascadero,San Luis Obispo,CA
93424,Avila Beach,San Luis Obispo,CA
93426,Bradley,Monterey,CA
93427,Buellton,Santa Barbara,CA
93428,Cambria,San Luis Obispo,CA
93429,Casmalia,Santa Barbara,CA
93430,Cayucos,San Luis Obispo,CA
93432,Creston,San Luis Obispo,CA
93433,Grover Beach,San Luis Obispo,CA
93434,Guadalupe,Santa Barbara,CA
93435,Harmony,San Luis Obispo,CA
93436,Lompoc,Santa Barbara,CA
93437,Lompoc,Santa Barbara,CA
93438,Lompoc,Santa Barbara,CA
93440,Los Alamos,Santa Barbara,CA
93441,Los Olivos,Santa Barbara,CA
93442,Morro Bay,San Luis Obispo,CA
93443,Morro Bay,San Luis Obispo,CA
93444,Nipomo,San Luis Obispo,CA
93445,Oceano,San Luis Obispo,CA
93446,Paso Robles,San Luis Obispo,CA
93447,Paso Robles,San Luis Obispo,CA
93448,Pismo Beach,San Luis Obispo,CA
93449,Pismo Beach,San Luis Obispo,CA
93450,San Ardo,Monterey,CA
93451,San Miguel,San Luis Obispo,CA
93452,San Simeon,San Luis Obispo,CA
93453,Santa Margarita,San Luis Obispo,CA
93454,Santa Maria,Santa Barbara,CA
93455,Santa Maria,Santa Barbara,CA
93456,Santa Maria,Santa Barbara,CA
93457,Santa Maria,Santa Barbara,CA
93458,Santa Maria,Santa Barbara,CA
93460,Santa Ynez,Santa Barbara,CA
93461,Shandon,San Luis Obispo,CA
93463,Solvang,Santa Barbara,CA
93464,Solvang,Santa Barbara,CA
93465,Templeton,San Luis Obispo,CA
93475,Oceano,San Luis Obispo,CA
93483,Grover Beach,San Luis Obispo,CA
93501,Mojave,Kern,CA
93502,Mojave,Kern,CA
93504,California City,Kern,CA
93505,California City,Kern,CA
93510,Acton,Los Angeles,CA
93512,Benton,Mono,CA
93513,Big Pine,Inyo,CA
93514,Bishop,Inyo,CA
93515,Bishop,Inyo,CA
93516,Boron,Kern,CA
93517,Bridgeport,Mono,CA
93518,Caliente,Kern,CA
93519,Cantil,Kern,CA
93522,Darwin,Inyo,CA
93523,Edwards,Kern,CA
93524,Edwards,Kern,CA
93526,Independence,Inyo,CA
93527,Inyokern,Kern,CA
93528,Johannesburg,Kern,CA
93529,June Lake,Mono,CA
93530,Keeler,Inyo,CA
93531,Keene,Kern,CA
93532,Lake Hughes,Los Angeles,CA
93534,Lancaster,Los Angeles,CA
93535,Lancaster,Los Angeles,CA
93536,Lancaster,Los Angeles,CA
93539,Lancaster,Los Angeles,CA
93541,Lee Vining,Mono,CA
93542,Little Lake,Inyo,CA
93543,Littlerock,Los Angeles,CA
93544,Llano,Los Angeles,CA
93545,Lone Pine,Inyo,CA
93546,Mammoth Lakes,Mono,CA
93549,Olancha,Inyo,CA
93550,Palmdale,Los Angeles,CA
93551,Palmdale,Los Angeles,CA
93552,Palmdale,Los Angeles,CA
93553,Pearblossom,Los Angeles,CA
93554,Randsburg,Kern,CA
93555,Ridgecrest,Kern,CA
93556,Ridgecrest,Kern,CA
93558,Red Mountain,San Bernardino,CA
93560,Rosamond,Kern,CA
93561,Tehachapi,Kern,CA
93562,Trona,San Bernardino,CA
93563,Valyermo,Los Angeles,CA
93570,Rosamond,Kern,CA
93581,Tehachapi,Kern,CA
93584,Lancaster,Los Angeles,CA
93586,Lancaster,Los Angeles,CA
93590,Palmdale,Los Angeles,CA
93591,Palmdale,Los Angeles,CA
93592,Trona,San Bernardino,CA
93596,Boron,Kern,CA
93599,Palmdale,Los Angeles,CA
93601,Ahwahnee,Madera,CA
93602,Auberry,Fresno,CA
93603,Badger,Tulare,CA
93604,Bass Lake,Madera,CA
93605,Big Creek,Fresno,CA
93606,Biola,Fresno,CA
93607,Burrel,Fresno,CA
93608,Cantua Creek,Fresno,CA
93609,Caruthers,Fresno,CA
93610,Chowchilla,Madera,CA
93611,Clovis,Fresno,CA
93612,Clovis,Fresno,CA
93613,Clovis,Fresno,CA
93614,Coarsegold,Madera,CA
93615,Cutler,Tulare,CA
93616,Del Rey,Fresno,CA
93618,Dinuba,Tulare,CA
93619,Clovis,Fresno,CA
93620,Dos Palos,Merced,CA
93621,Dunlap,Fresno,CA
93622,Firebaugh,Fresno,CA
93623,Fish Camp,Mariposa,CA
93624,Five Points,Fresno,CA
93625,Fowler,Fresno,CA
93626,Friant,Fresno,CA
93627,Helm,Fresno,CA
93628,Hume,Fresno,CA
93630,Kerman,Fresno,CA
93631,Kingsburg,Fresno,CA
93633,Kings Canyon National Pk,Tulare,CA
93634,Lakeshore,Fresno,CA
93635,Los Banos,Merced,CA
93636,Madera,Madera,CA
93637,Madera,Madera,CA
93638,Madera,Madera,CA
93639,Madera,Madera,CA
93640,Mendota,Fresno,CA
93641,Miramonte,Fresno,CA
93642,Mono Hot Springs,Fresno,CA
93643,North Fork,Madera,CA
93644,Oakhurst,Madera,CA
93645,O Neals,Madera,CA
93646,Orange Cove,Fresno,CA
93647,Orosi,Tulare,CA
93648,Parlier,Fresno,CA
93649,Piedra,Fresno,CA
93650,Fresno,Fresno,CA
93651,Prather,Fresno,CA
93652,Raisin,Fresno,CA
93653,Raymond,Madera,CA
93654,Reedley,Fresno,CA
93656,Riverdale,Fresno,CA
93657,Sanger,Fresno,CA
93660,San Joaquin,Fresno,CA
93661,Santa Rita Park,Merced,CA
93662,Selma,Fresno,CA
93664,Shaver Lake,Fresno,CA
93665,South Dos Palos,Merced,CA
93666,Sultana,Tulare,CA
93667,Tollhouse,Fresno,CA
93668,Tranquillity,Fresno,CA
93669,Wishon,Madera,CA
93670,Yettem,Tulare,CA
93673,Traver,Tulare,CA
93675,Squaw Valley,Fresno,CA
93701,Fresno,Fresno,CA
93702,Fresno,Fresno,CA
93703,Fresno,Fresno,CA
93704,Fresno,Fresno,CA
93705,Fresno,Fresno,CA
93706,Fresno,Fresno,CA
93707,Fresno,Fresno,CA
93708,Fresno,Fresno,CA
93709,Fresno,Fresno,CA
93710,Fresno,Fresno,CA
93711,Fresno,Fresno,CA
93712,Fresno,Fresno,CA
93714,Fresno,Fresno,CA
93715,Fresno,Fresno,CA
93716,Fresno,Fresno,CA
93717,Fresno,Fresno,CA
93718,Fresno,Fresno,CA
93720,Fresno,Fresno,CA
93721,Fresno,Fresno,CA
93722,Fresno,Fresno,CA
93723,Fresno,Fresno,CA
93724,Fresno,Fresno,CA
93725,Fresno,Fresno,CA
93726,Fresno,Fresno,CA
93727,Fresno,Fresno,CA
93728,Fresno,Fresno,CA
93729,Fresno,Fresno,CA
93730,Fresno,Fresno,CA
93737,Fresno,Fresno,CA
93740,Fresno,Fresno,CA
93741,Fresno,Fresno,CA
93744,Fresno,Fresno,CA
93745,Fresno,Fresno,CA
93747,Fresno,Fresno,CA
93750,Fresno,Fresno,CA
93755,Fresno,Fresno,CA
93760,Fresno,Fresno,CA
93761,Fresno,Fresno,CA
93762,Fresno,Fresno,CA
93764,Fresno,Fresno,CA
93765,Fresno,Fresno,CA
93771,Fresno,Fresno,CA
93772,Fresno,Fresno,CA
93773,Fresno,Fresno,CA
93774,Fresno,Fresno,CA
93775,Fresno,Fresno,CA
93776,Fresno,Fresno,CA
93777,Fresno,Fresno,CA
93778,Fresno,Fresno,CA
93779,Fresno,Fresno,CA
93780,Fresno,Fresno,CA
93784,Fresno,Fresno,CA
93786,Fresno,Fresno,CA
93790,Fresno,Fresno,CA
93791,Fresno,Fresno,CA
93792,Fresno,Fresno,CA
93793,Fresno,Fresno,CA
93794,Fresno,Fresno,CA
93844,Fresno,Fresno,CA
93888,Fresno,Fresno,CA
93901,Salinas,Monterey,CA
93902,Salinas,Monterey,CA
93905,Salinas,Monterey,CA
93906,Salinas,Monterey,CA
93907,Salinas,Monterey,CA
93908,Salinas,Monterey,CA
93912,Salinas,Monterey,CA
93915,Salinas,Monterey,CA
93920,Big Sur,Monterey,CA
93921,Carmel,Monterey,CA
93922,Carmel,Monterey,CA
93923,Carmel,Monterey,CA
93924,Carmel Valley,Monterey,CA
93925,Chualar,Monterey,CA
93926,Gonzales,Monterey,CA
93927,Greenfield,Monterey,CA
93928,Jolon,Monterey,CA
93930,King City,Monterey,CA
93932,Lockwood,Monterey,CA
93933,Marina,Monterey,CA
93940,Monterey,Monterey,CA
93942,Monterey,Monterey,CA
93943,Monterey,Monterey,CA
93944,Monterey,Monterey,CA
93950,Pacific Grove,Monterey,CA
93953,Pebble Beach,Monterey,CA
93954,San Lucas,Monterey,CA
93955,Seaside,Monterey,CA
93960,Soledad,Monterey,CA
93962,Spreckels,Monterey,CA
94002,Belmont,San Mateo,CA
94003,Belmont,San Mateo,CA
94005,Brisbane,San Mateo,CA
94010,Burlingame,San Mateo,CA
94011,Burlingame,San Mateo,CA
94012,Burlingame,San Mateo,CA
94013,Daly City,San Mateo,CA
94014,Daly City,San Mateo,CA
94015,Daly City,San Mateo,CA
94016,Daly City,San Mateo,CA
94017,Daly City,San Mateo,CA
94018,El Granada,San Mateo,CA
94019,Half Moon Bay,San Mateo,CA
94020,La Honda,San Mateo,CA
94021,Loma Mar,San Mateo,CA
94022,Los Altos,Santa Clara,CA
94023,Los Altos,Santa Clara,CA
94024,Los Altos,Santa Clara,CA
94025,Menlo Park,San Mateo,CA
94026,Menlo Park,San Mateo,CA
94027,Atherton,San Mateo,CA
94028,Portola Valley,San Mateo,CA
94029,Menlo Park,San Mateo,CA
94030,Millbrae,San Mateo,CA
94031,Millbrae,San Mateo,CA
94035,Mountain View,Santa Clara,CA
94037,Montara,San Mateo,CA
94038,Moss Beach,San Mateo,CA
94039,Mountain View,Santa Clara,CA
94040,Mountain View,Santa Clara,CA
94041,Mountain View,Santa Clara,CA
94042,Mountain View,Santa Clara,CA
94043,Mountain View,Santa Clara,CA
94044,Pacifica,San Mateo,CA
94045,Pacifica,San Mateo,CA
94059,Redwood City,San Mateo,CA
94060,Pescadero,San Mateo,CA
94061,Redwood City,San Mateo,CA
94062,Redwood City,San Mateo,CA
94063,Redwood City,San Mateo,CA
94064,Redwood City,San Mateo,CA
94065,Redwood City,San Mateo,CA
94066,San Bruno,San Mateo,CA
94067,San Bruno,San Mateo,CA
94070,San Carlos,San Mateo,CA
94071,San Carlos,San Mateo,CA
94074,San Gregorio,San Mateo,CA
94080,South San Francisco,San Mateo,CA
94083,South San Francisco,San Mateo,CA
94085,Sunnyvale,Santa Clara,CA
94086,Sunnyvale,Santa Clara,CA
94087,Sunnyvale,Santa Clara,CA
94088,Sunnyvale,Santa Clara,CA
94089,Sunnyvale,Santa Clara,CA
94090,Sunnyvale,Santa Clara,CA
94096,San Bruno,San Mateo,CA
94098,San Bruno,San Mateo,CA
94099,South San Francisco,San Mateo,CA
94101,San Francisco,San Francisco,CA
94102,San Francisco,San Francisco,CA
94103,San Francisco,San Francisco,CA
94104,San Francisco,San Francisco,CA
94105,San Francisco,San Francisco,CA
94106,San Francisco,San Francisco,CA
94107,San Francisco,San Francisco,CA
94108,San Francisco,San Francisco,CA
94109,San Francisco,San Francisco,CA
94110,San Francisco,San Francisco,CA
94111,San Francisco,San Francisco,CA
94112,San Francisco,San Francisco,CA
94113,San Francisco,San Francisco,CA
94114,San Francisco,San Francisco,CA
94115,San Francisco,San Francisco,CA
94116,San Francisco,San Francisco,CA
94117,San Francisco,San Francisco,CA
94118,San Francisco,San Francisco,CA
94119,San Francisco,San Francisco,CA
94120,San Francisco,San Francisco,CA
94121,San Francisco,San Francisco,CA
94122,San Francisco,San Francisco,CA
94123,San Francisco,San Francisco,CA
94124,San Francisco,San Francisco,CA
94125,San Francisco,San Francisco,CA
94126,San Francisco,San Francisco,CA
94127,San Francisco,San Francisco,CA
94128,San Francisco,San Mateo,CA
94129,San Francisco,San Francisco,CA
94130,San Francisco,San Francisco,CA
94131,San Francisco,San Francisco,CA
94132,San Francisco,San Francisco,CA
94133,San Francisco,San Francisco,CA
94134,San Francisco,San Francisco,CA
94135,San Francisco,San Francisco,CA
94136,San Francisco,San Francisco,CA
94137,San Francisco,San Francisco,CA
94138,San Francisco,San Francisco,CA
94139,San Francisco,San Francisco,CA
94140,San Francisco,San Francisco,CA
94141,San Francisco,San Francisco,CA
94142,San Francisco,San Francisco,CA
94143,San Francisco,San Francisco,CA
94144,San Francisco,San Francisco,CA
94145,San Francisco,San Francisco,CA
94146,San Francisco,San Francisco,CA
94147,San Francisco,San Francisco,CA
94150,San Francisco,San Francisco,CA
94151,San Francisco,San Francisco,CA
94152,San Francisco,San Francisco,CA
94153,San Francisco,San Francisco,CA
94154,San Francisco,San Francisco,CA
94155,San Francisco,San Francisco,CA
94156,San Francisco,San Francisco,CA
94157,San Francisco,San Francisco,CA
94158,San Francisco,San Francisco,CA
94159,San Francisco,San Francisco,CA
94160,San Francisco,San Francisco,CA
94161,San Francisco,San Francisco,CA
94162,San Francisco,San Francisco,CA
94163,San Francisco,San Francisco,CA
94164,San Francisco,San Francisco,CA
94165,San Francisco,San Francisco,CA
94166,San Francisco,San Francisco,CA
94167,San Francisco,San Francisco,CA
94168,San Francisco,San Francisco,CA
94169,San Francisco,San Francisco,CA
94170,San Francisco,San Francisco,CA
94171,San Francisco,San Francisco,CA
94172,San Francisco,San Francisco,CA
94175,San Francisco,San Francisco,CA
94177,San Francisco,San Francisco,CA
94188,San Francisco,San Francisco,CA
94203,Sacramento,Sacramento,CA
94204,Sacramento,Sacramento,CA
94205,Sacramento,Sacramento,CA
94206,Sacramento,Sacramento,CA
94207,Sacramento,Sacramento,CA
94208,Sacramento,Sacramento,CA
94209,Sacramento,Sacramento,CA
94211,Sacramento,Sacramento,CA
94229,Sacramento,Sacramento,CA
94230,Sacramento,Sacramento,CA
94232,Sacramento,Sacramento,CA
94234,Sacramento,Sacramento,CA
94235,Sacramento,Sacramento,CA
94236,Sacramento,Sacramento,CA
94237,Sacramento,Sacramento,CA
94239,Sacramento,Sacramento,CA
94240,Sacramento,Sacramento,CA
94243,Sacramento,Sacramento,CA
94244,Sacramento,Sacramento,CA
94245,Sacramento,Sacramento,CA
94246,Sacramento,Sacramento,CA
94247,Sacramento,Sacramento,CA
94248,Sacramento,Sacramento,CA
94249,Sacramento,Sacramento,CA
94250,Sacramento,Sacramento,CA
94252,Sacramento,Sacramento,CA
94253,Sacramento,Sacramento,CA
94254,Sacramento,Sacramento,CA
94256,Sacramento,Sacramento,CA
94257,Sacramento,Sacramento,CA
94258,Sacramento,Sacramento,CA
94259,Sacramento,Sacramento,CA
94261,Sacramento,Sacramento,CA
94262,Sacramento,Sacramento,CA
94263,Sacramento,Sacramento,CA
94267,Sacramento,Sacramento,CA
94268,Sacramento,Sacramento,CA
94269,Sacramento,Sacramento,CA
94271,Sacramento,Sacramento,CA
94273,Sacramento,Sacramento,CA
94274,Sacramento,Sacramento,CA
94277,Sacramento,Sacramento,CA
94278,Sacramento,Sacramento,CA
94279,Sacramento,Sacramento,CA
94280,Sacramento,Sacramento,CA
94282,Sacramento,Sacramento,CA
94283,Sacramento,Sacramento,CA
94284,Sacramento,Sacramento,CA
94285,Sacramento,Sacramento,CA
94286,Sacramento,Sacramento,CA
94287,Sacramento,Sacramento,CA
94288,Sacramento,Sacramento,CA
94289,Sacramento,Sacramento,CA
94290,Sacramento,Sacramento,CA
94291,Sacramento,Sacramento,CA
94293,Sacramento,Sacramento,CA
94294,Sacramento,Sacramento,CA
94295,Sacramento,Sacramento,CA
94296,Sacramento,Sacramento,CA
94297,Sacramento,Sacramento,CA
94298,Sacramento,Sacramento,CA
94299,Sacramento,Sacramento,CA
94301,Palo Alto,Santa Clara,CA
94302,Palo Alto,Santa Clara,CA
94303,Palo Alto,San Mateo,CA
94304,Palo Alto,Santa Clara,CA
94305,Stanford,Santa Clara,CA
94306,Palo Alto,Santa Clara,CA
94307,Palo Alto,San Mateo,CA
94308,Palo Alto,San Mateo,CA
94309,Palo Alto,Santa Clara,CA
94310,Palo Alto,Santa Clara,CA
94401,San Mateo,San Mateo,CA
94402,San Mateo,San Mateo,CA
94403,San Mateo,San Mateo,CA
94404,San Mateo,San Mateo,CA
94405,San Mateo,San Mateo,CA
94406,San Mateo,San Mateo,CA
94407,San Mateo,San Mateo,CA
94408,San Mateo,San Mateo,CA
94409,San Mateo,San Mateo,CA
94497,San Mateo,San Mateo,CA
94501,Alameda,Alameda,CA
94502,Alameda,Alameda,CA
94503,American Canyon,Napa,CA
94505,Discovery Bay,Contra Costa,CA
94506,Danville,Contra Costa,CA
94507,Alamo,Contra Costa,CA
94508,Angwin,Napa,CA
94509,Antioch,Contra Costa,CA
94510,Benicia,Solano,CA
94511,Bethel Island,Contra Costa,CA
94512,Birds Landing,Solano,CA
94513,Brentwood,Contra Costa,CA
94514,Byron,Contra Costa,CA
94515,Calistoga,Napa,CA
94516,Canyon,Contra Costa,CA
94517,Clayton,Contra Costa,CA
94518,Concord,Contra Costa,CA
94519,Concord,Contra Costa,CA
94520,Concord,Contra Costa,CA
94521,Concord,Contra Costa,CA
94522,Concord,Contra Costa,CA
94523,Pleasant Hill,Contra Costa,CA
94524,Concord,Contra Costa,CA
94525,Crockett,Contra Costa,CA
94526,Danville,Contra Costa,CA
94527,Concord,Contra Costa,CA
94528,Diablo,Contra Costa,CA
94529,Concord,Contra Costa,CA
94530,El Cerrito,Contra Costa,CA
94531,Antioch,Contra Costa,CA
94533,Fairfield,Solano,CA
94534,Fairfield,Solano,CA
94535,Travis Afb,Solano,CA
94536,Fremont,Alameda,CA
94537,Fremont,Alameda,CA
94538,Fremont,Alameda,CA
94539,Fremont,Alameda,CA
94540,Hayward,Alameda,CA
94541,Hayward,Alameda,CA
94542,Hayward,Alameda,CA
94543,Hayward,Alameda,CA
94544,Hayward,Alameda,CA
94545,Hayward,Alameda,CA
94546,Castro Valley,Alameda,CA
94547,Hercules,Contra Costa,CA
94548,Knightsen,Contra Costa,CA
94549,Lafayette,Contra Costa,CA
94550,Livermore,Alameda,CA
94551,Livermore,Alameda,CA
94552,Castro Valley,Alameda,CA
94553,Martinez,Contra Costa,CA
94555,Fremont,Alameda,CA
94556,Moraga,Contra Costa,CA
94557,Hayward,Alameda,CA
94558,Napa,Napa,CA
94559,Napa,Napa,CA
94560,Newark,Alameda,CA
94561,Oakley,Contra Costa,CA
94562,Oakville,Napa,CA
94563,Orinda,Contra Costa,CA
94564,Pinole,Contra Costa,CA
94565,Pittsburg,Contra Costa,CA
94566,Pleasanton,Alameda,CA
94567,Pope Valley,Napa,CA
94568,Dublin,Alameda,CA
94569,Port Costa,Contra Costa,CA
94570,Moraga,Contra Costa,CA
94571,Rio Vista,Solano,CA
94572,Rodeo,Contra Costa,CA
94573,Rutherford,Napa,CA
94574,Saint Helena,Napa,CA
94575,Moraga,Contra Costa,CA
94576,Deer Park,Napa,CA
94577,San Leandro,Alameda,CA
94578,San Leandro,Alameda,CA
94579,San Leandro,Alameda,CA
94580,San Lorenzo,Alameda,CA
94581,Napa,Napa,CA
94582,San Ramon,Contra Costa,CA
94583,San Ramon,Contra Costa,CA
94585,Suisun City,Solano,CA
94586,Sunol,Alameda,CA
94587,Union City,Alameda,CA
94588,Pleasanton,Alameda,CA
94589,Vallejo,Solano,CA
94590,Vallejo,Solano,CA
94591,Vallejo,Solano,CA
94592,Vallejo,Solano,CA
94595,Walnut Creek,Contra Costa,CA
94596,Walnut Creek,Contra Costa,CA
94597,Walnut Creek,Contra Costa,CA
94598,Walnut Creek,Contra Costa,CA
94599,Yountville,Napa,CA
94601,Oakland,Alameda,CA
94602,Oakland,Alameda,CA
94603,Oakland,Alameda,CA
94604,Oakland,Alameda,CA
94605,Oakland,Alameda,CA
94606,Oakland,Alameda,CA
94607,Oakland,Alameda,CA
94608,Emeryville,Alameda,CA
94609,Oakland,Alameda,CA
94610,Oakland,Alameda,CA
94611,Oakland,Alameda,CA
94612,Oakland,Alameda,CA
94613,Oakland,Alameda,CA
94614,Oakland,Alameda,CA
94615,Oakland,Alameda,CA
94617,Oakland,Alameda,CA
94618,Oakland,Alameda,CA
94619,Oakland,Alameda,CA
94620,Piedmont,Alameda,CA
94621,Oakland,Alameda,CA
94622,Oakland,Alameda,CA
94623,Oakland,Alameda,CA
94624,Oakland,Alameda,CA
94625,Oakland,Alameda,CA
94626,Oakland,Alameda,CA
94627,Oakland,Alameda,CA
94643,Oakland,Alameda,CA
94649,Oakland,Alameda,CA
94659,Oakland,Alameda,CA
94660,Oakland,Alameda,CA
94661,Oakland,Alameda,CA
94662,Emeryville,Alameda,CA
94666,Oakland,Alameda,CA
94701,Berkeley,Alameda,CA
94702,Berkeley,Alameda,CA
94703,Berkeley,Alameda,CA
94704,Berkeley,Alameda,CA
94705,Berkeley,Alameda,CA
94706,Albany,Alameda,CA
94707,Berkeley,Alameda,CA
94708,Berkeley,Alameda,CA
94709,Berkeley,Alameda,CA
94710,Berkeley,Alameda,CA
94712,Berkeley,Alameda,CA
94720,Berkeley,Alameda,CA
94801,Richmond,Contra Costa,CA
94802,Richmond,Contra Costa,CA
94803,El Sobrante,Contra Costa,CA
94804,Richmond,Contra Costa,CA
94805,Richmond,Contra Costa,CA
94806,San Pablo,Contra Costa,CA
94807,Richmond,Contra Costa,CA
94808,Richmond,Contra Costa,CA
94820,El Sobrante,Contra Costa,CA
94850,Richmond,Contra Costa,CA
94901,San Rafael,Marin,CA
94903,San Rafael,Marin,CA
94904,Greenbrae,Marin,CA
94912,San Rafael,Marin,CA
94913,San Rafael,Marin,CA
94914,Kentfield,Marin,CA
94915,San Rafael,Marin,CA
94920,Belvedere Tiburon,Marin,CA
94922,Bodega,Sonoma,CA
94923,Bodega Bay,Sonoma,CA
94924,Bolinas,Marin,CA
94925,Corte Madera,Marin,CA
94926,Cotati,Sonoma,CA
94927,Rohnert Park,Sonoma,CA
94928,Rohnert Park,Sonoma,CA
94929,Dillon Beach,Marin,CA
94930,Fairfax,Marin,CA
94931,Cotati,Sonoma,CA
94933,Forest Knolls,Marin,CA
94937,Inverness,Marin,CA
94938,Lagunitas,Marin,CA
94939,Larkspur,Marin,CA
94940,Marshall,Marin,CA
94941,Mill Valley,Marin,CA
94942,Mill Valley,Marin,CA
94945,Novato,Marin,CA
94946,Nicasio,Marin,CA
94947,Novato,Marin,CA
94948,Novato,Marin,CA
94949,Novato,Marin,CA
94950,Olema,Marin,CA
94951,Penngrove,Sonoma,CA
94952,Petaluma,Sonoma,CA
94953,Petaluma,Sonoma,CA
94954,Petaluma,Sonoma,CA
94955,Petaluma,Sonoma,CA
94956,Point Reyes Station,Marin,CA
94957,Ross,Marin,CA
94960,San Anselmo,Marin,CA
94963,San Geronimo,Marin,CA
94964,San Quentin,Marin,CA
94965,Sausalito,Marin,CA
94966,Sausalito,Marin,CA
94970,Stinson Beach,Marin,CA
94971,Tomales,Marin,CA
94972,Valley Ford,Sonoma,CA
94973,Woodacre,Marin,CA
94974,San Quentin,Marin,CA
94975,Petaluma,Sonoma,CA
94976,Corte Madera,Marin,CA
94977,Larkspur,Marin,CA
94978,Fairfax,Marin,CA
94979,San Anselmo,Marin,CA
94998,Novato,Marin,CA
94999,Petaluma,Sonoma,CA
95001,Aptos,Santa Cruz,CA
95002,Alviso,Santa Clara,CA
95003,Aptos,Santa Cruz,CA
95004,Aromas,Monterey,CA
95005,Ben Lomond,Santa Cruz,CA
95006,Boulder Creek,Santa Cruz,CA
95007,Brookdale,Santa Cruz,CA
95008,Campbell,Santa Clara,CA
95009,Campbell,Santa Clara,CA
95010,Capitola,Santa Cruz,CA
95011,Campbell,Santa Clara,CA
95012,Castroville,Monterey,CA
95013,Coyote,Santa Clara,CA
95014,Cupertino,Santa Clara,CA
95015,Cupertino,Santa Clara,CA
95017,Davenport,Santa Cruz,CA
95018,Felton,Santa Cruz,CA
95019,Freedom,Santa Cruz,CA
95020,Gilroy,Santa Clara,CA
95021,Gilroy,Santa Clara,CA
95023,Hollister,San Benito,CA
95024,Hollister,San Benito,CA
95026,Holy City,Santa Clara,CA
95030,Los Gatos,Santa Clara,CA
